N,P,K,temperature,ph,rainfall,label
0.798667896364915,0.2640832543882552,0.036297465400011546,-0.6331342227317148,0.800329786678146,-0.44016585902426153,Cotton
0.10358879105729726,-0.16653956720318502,-0.32222624250568216,-0.6331342227317148,-0.12192631214554933,-0.7485972823987276,Wheat
-1.008537777434891,3.579878980642345,3.35861715865944,1.0381936255459994,-1.2616090231540942,1.1706807432417032,apple
0.798667896364915,-0.5971623887946252,-0.2027183398704509,-0.7400002767385934,0.5697657619722222,-0.5429763334824169,Cotton
0.9145144139161845,0.9100174867754155,0.036297465400011546,-0.6331342227317148,-0.12192631214554933,-0.44016585902426153,Maize
0.9145144139161845,0.2640832543882552,-0.2027183398704509,-0.5797011957282756,1.2614578360899937,-0.44016585902426153,Rice
1.0303609314674542,0.2640832543882552,0.3948211733057052,-0.6865672497351542,1.03089381138407,-0.3373553845661062,Sugarcane
0.10358879105729726,-0.16653956720318502,1.7094081022932488,-0.6331342227317148,0.3392017372662984,-0.44016585902426153,Grapes
-0.47564379669905077,-0.8124737995903454,-0.9197657556818383,-0.7400002767385934,0.10863771256037451,-0.44016585902426153,Tur
-1.008537777434891,3.1061938768917607,3.2869124170783013,1.1408393542018729,-1.2618430364834734,1.1466689703646171,apple
1.1462074490187237,0.2640832543882552,0.275313270670474,-0.7400002767385934,0.800329786678146,-0.44016585902426153,Cotton
0.9145144139161845,0.6947060759796954,2.067931810198943,-0.6331342227317148,1.03089381138407,-0.3373553845661062,Sugarcane
0.4511283437111061,0.6947060759796954,-0.44173414514091336,-0.7400002767385934,0.5697657619722222,-0.5429763334824169,Cotton
0.6828213788136454,1.1253288975711355,0.036297465400011546,-0.5797011957282756,0.10863771256037451,-0.44016585902426153,Cotton
0.4511283437111061,-0.16653956720318502,-0.2027183398704509,-0.6331342227317148,1.4920218607959177,-0.3373553845661062,Rice
1.6095935192238022,1.1253288975711355,2.187439712834174,-0.7400002767385934,0.800329786678146,-0.44016585902426153,Sugarcane
-0.5914903142503204,1.0392043332528476,-0.895864175154792,2.1875298194590855,-1.2595225507814396,0.25019537116917967,blackgram
